ChildId,GiftId
561,310
562,307
563,307
564,27
565,27
566,473
567,473
568,891
569,891
570,640
571,640
572,841
573,841
574,222
575,222
576,318
577,318
578,157
579,157
580,736
581,736
582,615
583,615
584,902
585,902
586,440
587,440
588,801
589,801
590,284
591,284
592,896
593,896
594,124
595,124
596,213
597,213
598,593
599,593
600,254
601,254
602,964
603,964
604,625
605,625
606,24
607,24
608,445
609,445
610,534
611,534
612,846
613,846
614,48
615,48
616,23
617,23
618,362
619,362
620,387
621,387
622,779
623,779
624,774
625,774
626,549
627,549
628,839
629,839
630,631
631,631
632,806
633,806
634,329
635,329
636,673
637,673
638,867
639,867
640,666
641,666
642,159
643,159
644,825
645,825
646,730
647,730
648,511
649,511
650,830
651,830
652,180
653,180
654,438
655,438
656,161
657,161
658,734
659,734
660,857
661,857
662,84
663,84
664,569
665,569
666,738
667,738
668,796
669,796
670,313
671,313
672,17
673,17
674,603
675,603
676,567
677,567
678,503
679,503
680,614
681,614
682,647
683,647
684,872
685,872
686,307
687,307
688,945
689,945
690,779
691,779
692,155
693,155
694,3
695,3
696,627
697,627
698,608
699,608
700,398
701,398
702,320
703,320
704,82
705,82
706,752
707,752
708,621
709,621
710,116
711,116
712,189
713,189
714,153
715,153
716,699
717,699
718,355
719,355
720,862
721,862
722,751
723,751
724,25
725,25
726,338
727,338
728,708
729,708
730,55
731,55
732,536
733,536
734,153
735,153
736,874
737,874
738,648
739,648
740,929
741,929
742,293
743,293
744,709
745,709
746,109
747,109
748,285
749,285
750,586
751,586
752,338
753,338
754,923
755,923
756,980
757,980
758,519
759,519
760,624
761,624
762,705
763,705
764,657
765,657
766,886
767,886
768,319
769,319
770,497
771,497
772,17
773,17
774,356
775,356
776,242
777,242
778,873
779,873
780,705
781,705
782,438
783,438
784,263
785,263
786,638
787,638
788,225
789,225
790,267
791,267
792,638
793,638
794,702
795,702
796,880
797,880
798,104
799,104
800,568
801,568
802,573
803,573
804,535
805,535
806,268
807,268
808,211
809,211
810,383
811,383
812,132
813,132
814,162
815,162
816,772
817,772
818,215
819,215
820,804
821,804
822,367
823,367
824,51
825,51
826,801
827,801
828,348
829,348
830,363
831,363
832,887
833,887
834,109
835,109
836,867
837,867
838,692
839,692
840,176
841,176
842,489
843,489
844,275
845,275
846,233
847,233
848,10
849,10
850,927
851,927
852,91
853,91
854,322
855,322
856,750
857,750
858,676
859,676
860,314
861,314
862,993
863,993
864,346
865,346
866,367
867,367
868,303
869,303
870,155
871,155
872,963
873,963
874,353
875,353
876,396
877,396
878,983
879,983
880,145
881,145
882,920
883,920
884,623
885,623
886,523
887,523
888,655
889,655
890,120
891,120
892,222
893,222
894,73
895,73
896,645
897,645
898,946
899,946
900,526
901,526
902,928
903,928
904,981
905,981
906,329
907,329
908,496
909,496
910,479
911,479
912,380
913,380
914,810
915,810
916,438
917,438
918,356
919,356
920,927
921,927
922,860
923,860
924,261
925,261
926,707
927,707
928,948
929,948
930,968
931,968
932,564
933,564
934,524
935,524
936,458
937,458
938,163
939,163
940,420
941,420
942,491
943,491
944,162
945,162
946,127
947,127
948,125
949,125
950,329
951,329
952,486
953,486
954,689
955,689
956,446
957,446
958,781
959,781
960,737
961,737
962,531
963,531
964,597
965,597
966,76
967,76
968,165
969,165
970,298
971,298
972,775
973,775
974,886
975,886
976,622
977,622
978,941
979,941
980,694
981,694
982,836
983,836
984,603
985,603
986,435
987,435
988,478
989,478
990,869
991,869
992,211
993,211
994,180
995,180
996,288
997,288
998,29
999,29
1000,767
1001,767
1002,688
1003,688
1004,202
1005,202
1006,645
1007,645
1008,53
1009,53
1010,756
1011,756
1012,377
1013,377
1014,805
1015,805
1016,206
1017,206
1018,595
1019,595
1020,515
1021,515
1022,986
1023,986
1024,387
1025,387
1026,957
1027,957
1028,13
1029,13
1030,118
1031,118
1032,609
1033,609
1034,847
1035,847
1036,239
1037,239
1038,553
1039,553
1040,818
1041,818
1042,40
1043,40
1044,167
1045,167
1046,537
1047,537
1048,373
1049,373
1050,778
1051,778
1052,863
1053,863
1054,583
1055,583
1056,374
1057,374
1058,896
1059,896
1060,253
1061,253
1062,760
1063,760
1064,368
1065,368
1066,356
1067,356
1068,63
1069,63
1070,625
1071,625
1072,240
1073,240
1074,536
1075,536
1076,715
1077,715
1078,763
1079,763
1080,838
1081,838
1082,993
1083,993
1084,728
1085,728
1086,939
1087,939
1088,884
1089,884
1090,963
1091,963
1092,648
1093,648
1094,609
1095,609
1096,67
1097,67
1098,727
1099,727
1100,346
1101,346
1102,642
1103,642
1104,388
1105,388
1106,207
1107,207
1108,719
1109,719
1110,286
1111,286
1112,196
1113,196
1114,451
1115,451
1116,228
1117,228
1118,832
1119,832
1120,962
1121,962
1122,510
1123,510
1124,895
1125,895
1126,178
1127,178
1128,405
1129,405
1130,518
1131,518
1132,120
1133,120
1134,841
1135,841
1136,144
1137,144
1138,702
1139,702
1140,640
1141,640
1142,114
1143,114
1144,406
1145,406
1146,48
1147,48
1148,501
1149,501
1150,410
1151,410
1152,454
1153,454
1154,160
1155,160
1156,692
1157,692
1158,785
1159,785
1160,878
1161,878
1162,323
1163,323
1164,861
1165,861
1166,891
1167,891
1168,889
1169,889
1170,815
1171,815
1172,119
1173,119
1174,828
1175,828
1176,288
1177,288
1178,275
1179,275
1180,265
1181,265
1182,287
1183,287
1184,11
1185,11
1186,128
1187,128
1188,731
1189,731
1190,681
1191,681
1192,843
1193,843
1194,326
1195,326
1196,609
1197,609
1198,243
1199,243
1200,185
1201,185
1202,250
1203,250
1204,802
1205,802
1206,939
1207,939
1208,616
1209,616
1210,575
1211,575
1212,732
1213,732
1214,84
1215,84
1216,399
1217,399
1218,666
1219,666
1220,226
1221,226
1222,669
1223,669
1224,531
1225,531
1226,298
1227,298
1228,821
1229,821
1230,225
1231,225
1232,557
1233,557
1234,713
1235,713
1236,331
1237,331
1238,215
1239,215
1240,531
1241,531
1242,820
1243,820
1244,162
1245,162
1246,599
1247,599
1248,13
1249,13
1250,545
1251,545
1252,304
1253,304
1254,149
1255,149
1256,361
1257,361
1258,45
1259,45
1260,8
1261,8
1262,164
1263,164
1264,904
1265,904
1266,617
1267,617
1268,527
1269,527
1270,869
1271,869
1272,242
1273,242
1274,435
1275,435
1276,689
1277,689
1278,48
1279,48
1280,30
1281,30
1282,752
1283,752
1284,413
1285,413
1286,483
1287,483
1288,449
1289,449
1290,730
1291,730
1292,303
1293,303
1294,705
1295,705
1296,83
1297,83
1298,264
1299,264
1300,684
1301,684
1302,11
1303,11
1304,99
1305,99
1306,899
1307,899
1308,389
1309,389
1310,380
1311,380
1312,53
1313,53
1314,618
1315,618
1316,737
1317,737
1318,822
1319,822
1320,280
1321,280
1322,753
1323,753
1324,118
1325,118
1326,425
1327,425
1328,512
1329,512
1330,623
1331,623
1332,194
1333,194
1334,538
1335,538
1336,94
1337,94
1338,663
1339,663
1340,225
1341,225
1342,676
1343,676
1344,736
1345,736
1346,910
1347,910
1348,87
1349,87
1350,146
1351,146
1352,896
1353,896
1354,232
1355,232
1356,592
1357,592
1358,583
1359,583
1360,865
1361,865
1362,876
1363,876
1364,529
1365,529
1366,242
1367,242
1368,560
1369,560
1370,573
1371,573
1372,912
1373,912
1374,591
1375,591
1376,358
1377,358
1378,918
1379,918
1380,948
1381,948
1382,480
1383,480
1384,821
1385,821
1386,231
1387,231
1388,159
1389,159
1390,127
1391,127
1392,770
1393,770
1394,322
1395,322
1396,612
1397,612
1398,904
1399,904
1400,842
1401,842
1402,205
1403,205
1404,831
1405,831
1406,393
1407,393
1408,680
1409,680
1410,804
1411,804
1412,807
1413,807
1414,932
1415,932
1416,20
1417,20
1418,941
1419,941
1420,257
1421,257
1422,724
1423,724
1424,836
1425,836
1426,810
1427,810
1428,707
1429,707
1430,323
1431,323
1432,949
1433,949
1434,266
1435,266
1436,835
1437,835
1438,116
1439,116
1440,21
1441,21
1442,886
1443,886
1444,895
1445,895
1446,230
1447,230
1448,180
1449,180
1450,540
1451,540
1452,278
1453,278
1454,974
1455,974
1456,229
1457,229
1458,391
1459,391
1460,250
1461,250
1462,507
1463,507
1464,158
1465,158
1466,969
1467,969
1468,194
1469,194
1470,674
1471,674
1472,29
1473,29
1474,906
1475,906
1476,235
1477,235
1478,742
1479,742
1480,902
1481,902
1482,754
1483,754
1484,404
1485,404
1486,306
1487,306
1488,877
1489,877
1490,66
1491,66
1492,951
1493,951
1494,185
1495,185
1496,711
1497,711
1498,732
1499,732
1500,350
1501,350
1502,817
1503,817
1504,77
1505,77
1506,780
1507,780
1508,730
1509,730
1510,873
1511,873
1512,152
1513,152
1514,758
1515,758
1516,885
1517,885
1518,535
1519,535
1520,228
1521,228
1522,586
1523,586
1524,996
1525,996
1526,44
1527,44
1528,286
1529,286
1530,335
1531,335
1532,0
1533,0
1534,443
1535,443
1536,104
1537,104
1538,298
1539,298
1540,723
1541,723
1542,825
1543,825
1544,847
1545,847
1546,995
1547,995
1548,997
1549,997
1550,75
1551,75
1552,783
1553,783
1554,851
1555,851
1556,41
1557,41
1558,553
1559,553
1560,701
1561,701
1562,334
1563,334
1564,438
1565,438
1566,92
1567,92
1568,611
1569,611
1570,167
1571,167
1572,556
1573,556
1574,321
1575,321
1576,394
1577,394
1578,460
1579,460
1580,771
1581,771
1582,352
1583,352
1584,991
1585,991
1586,144
1587,144
1588,617
1589,617
1590,989
1591,989
1592,532
1593,532
1594,728
1595,728
1596,172
1597,172
1598,438
1599,438
1600,637
1601,637
1602,619
1603,619
1604,563
1605,563
1606,930
1607,930
1608,169
1609,169
1610,199
1611,199
1612,541
1613,541
1614,380
1615,380
1616,283
1617,283
1618,995
1619,995
1620,769
1621,769
1622,653
1623,653
1624,432
1625,432
1626,415
1627,415
1628,930
1629,930
1630,725
1631,725
1632,654
1633,654
1634,932
1635,932
1636,554
1637,554
1638,559
1639,559
1640,160
1641,160
1642,26
1643,26
1644,474
1645,474
1646,470
1647,470
1648,430
1649,430
1650,426
1651,426
1652,708
1653,708
1654,364
1655,364
1656,798
1657,798
1658,404
1659,404
1660,554
1661,554
1662,174
1663,174
1664,809
1665,809
1666,167
1667,167
1668,802
1669,802
1670,54
1671,54
1672,578
1673,578
1674,680
1675,680
1676,536
1677,536
1678,694
1679,694
1680,148
1681,148
1682,173
1683,173
1684,213
1685,213
1686,946
1687,946
1688,328
1689,328
1690,955
1691,955
1692,492
1693,492
1694,233
1695,233
1696,745
1697,745
1698,685
1699,685
1700,298
1701,298
1702,592
1703,592
1704,133
1705,133
1706,821
1707,821
1708,951
1709,951
1710,295
1711,295
1712,115
1713,115
1714,758
1715,758
1716,532
1717,532
1718,641
1719,641
1720,112
1721,112
1722,823
1723,823
1724,444
1725,444
1726,917
1727,917
1728,497
1729,497
1730,838
1731,838
1732,421
1733,421
1734,643
1735,643
1736,431
1737,431
1738,503
1739,503
1740,607
1741,607
1742,904
1743,904
1744,82
1745,82
1746,587
1747,587
1748,754
1749,754
1750,752
1751,752
1752,313
1753,313
1754,309
1755,309
1756,588
1757,588
1758,492
1759,492
1760,426
1761,426
1762,168
1763,168
1764,724
1765,724
1766,69
1767,69
1768,368
1769,368
1770,885
1771,885
1772,625
1773,625
1774,845
1775,845
1776,555
1777,555
1778,422
1779,422
1780,262
1781,262
1782,837
1783,837
1784,559
1785,559
1786,128
1787,128
1788,763
1789,763
1790,59
1791,59
1792,423
1793,423
1794,294
1795,294
1796,618
1797,618
1798,880
1799,880
1800,487
1801,487
1802,369
1803,369
1804,351
1805,351
1806,641
1807,641
1808,632
1809,632
1810,81
1811,81
1812,517
1813,517
1814,261
1815,261
1816,386
1817,386
1818,899
1819,899
1820,599
1821,599
1822,207
1823,207
1824,303
1825,303
1826,14
1827,14
1828,22
1829,22
1830,786
1831,786
1832,307
1833,307
1834,628
1835,628
1836,244
1837,244
1838,23
1839,23
1840,313
1841,313
1842,400
1843,400
1844,834
1845,834
1846,902
1847,902
1848,583
1849,583
1850,578
1851,578
1852,532
1853,532
1854,646
1855,646
1856,422
1857,422
1858,275
1859,275
1860,185
1861,185
1862,259
1863,259
1864,931
1865,931
1866,54
1867,54
1868,271
1869,271
1870,380
1871,380
1872,373
1873,373
1874,587
1875,587
1876,553
1877,553
1878,922
1879,922
1880,389
1881,389
1882,91
1883,91
1884,629
1885,629
1886,533
1887,533
1888,355
1889,355
1890,604
1891,604
1892,279
1893,279
1894,422
1895,422
1896,611
1897,611
1898,226
1899,226
1900,298
1901,298
1902,374
1903,374
1904,414
1905,414
1906,279
1907,279
1908,800
1909,800
1910,171
1911,171
1912,786
1913,786
1914,534
1915,534
1916,655
1917,655
1918,776
1919,776
1920,61
1921,61
1922,353
1923,353
1924,545
1925,545
1926,6
1927,6
1928,542
1929,542
1930,483
1931,483
1932,293
1933,293
1934,372
1935,372
1936,221
1937,221
1938,483
1939,483
1940,562
1941,562
1942,735
1943,735
1944,512
1945,512
1946,246
1947,246
1948,138
1949,138
1950,2
1951,2
1952,965
1953,965
1954,345
1955,345
1956,231
1957,231
1958,971
1959,971
1960,590
1961,590
1962,680
1963,680
1964,940
1965,940
1966,468
1967,468
1968,179
1969,179
1970,881
1971,881
1972,987
1973,987
1974,688
1975,688
1976,955
1977,955
1978,682
1979,682
1980,894
1981,894
1982,143
1983,143
1984,933
1985,933
1986,474
1987,474
1988,455
1989,455
1990,960
1991,960
1992,569
1993,569
1994,156
1995,156
1996,253
1997,253
1998,317
1999,317
2000,450
2001,450
2002,335
2003,335
2004,547
2005,547
2006,775
2007,775
2008,786
2009,786
2010,517
2011,517
2012,974
2013,974
2014,57
2015,57
2016,392
2017,392
2018,47
2019,47
2020,420
2021,420
2022,613
2023,613
2024,615
2025,615
2026,746
2027,746
2028,393
2029,393
2030,834
2031,834
2032,592
2033,592
2034,95
2035,95
2036,837
2037,837
2038,35
2039,35
2040,764
2041,764
2042,370
2043,370
2044,647
2045,647
2046,333
2047,333
2048,532
2049,532
2050,920
2051,920
2052,204
2053,204
2054,80
2055,80
2056,896
2057,896
2058,191
2059,191
2060,769
2061,769
2062,435
2063,435
2064,150
2065,150
2066,500
2067,500
2068,61
2069,61
2070,617
2071,617
2072,409
2073,409
2074,753
2075,753
2076,906
2077,906
2078,145
2079,145
2080,122
2081,122
2082,391
2083,391
2084,822
2085,822
2086,502
2087,502
2088,733
2089,733
2090,83
2091,83
2092,394
2093,394
2094,730
2095,730
2096,359
2097,359
2098,905
2099,905
2100,625
2101,625
2102,224
2103,224
2104,531
2105,531
2106,434
2107,434
2108,201
2109,201
2110,525
2111,525
2112,689
2113,689
2114,79
2115,79
2116,645
2117,645
2118,927
2119,927
2120,550
2121,550
2122,911
2123,911
2124,205
2125,205
2126,250
2127,250
2128,850
2129,850
2130,744
2131,744
2132,433
2133,433
2134,116
2135,116
2136,8
2137,8
2138,118
2139,118
2140,946
2141,946
2142,437
2143,437
2144,861
2145,861
2146,991
2147,991
2148,656
2149,656
2150,944
2151,944
2152,979
2153,979
2154,971
2155,971
2156,926
2157,926
2158,251
2159,251
2160,407
2161,407
2162,52
2163,52
2164,943
2165,943
2166,317
2167,317
2168,955
2169,955
2170,669
2171,669
2172,144
2173,144
2174,258
2175,258
2176,295
2177,295
2178,65
2179,65
2180,539
2181,539
2182,932
2183,932
2184,677
2185,677
2186,659
2187,659
2188,312
2189,312
2190,969
2191,969
2192,806
2193,806
2194,934
2195,934
2196,838
2197,838
2198,633
2199,633
2200,753
2201,753
2202,324
2203,324
2204,247
2205,247
2206,976
2207,976
2208,920
2209,920
2210,982
2211,982
2212,563
2213,563
2214,178
2215,178
2216,989
2217,989
2218,506
2219,506
2220,70
2221,70
2222,336
2223,336
2224,11
2225,11
2226,346
2227,346
2228,679
2229,679
2230,821
2231,821
2232,873
2233,873
2234,631
2235,631
2236,401
2237,401
2238,531
2239,531
2240,821
2241,821
2242,46
2243,46
2244,508
2245,508
2246,753
2247,753
2248,212
2249,212
2250,386
2251,386
2252,974
2253,974
2254,621
2255,621
2256,318
2257,318
2258,131
2259,131
2260,585
2261,585
2262,960
2263,960
2264,748
2265,748
2266,199
2267,199
2268,837
2269,837
2270,493
2271,493
2272,175
2273,175
2274,126
2275,126
2276,91
2277,91
2278,71
2279,71
2280,594
2281,594
2282,264
2283,264
2284,237
2285,237
2286,686
2287,686
2288,911
2289,911
2290,59
2291,59
2292,981
2293,981
2294,671
2295,671
2296,354
2297,354
2298,868
2299,868
2300,628
2301,628
2302,425
2303,425
2304,221
2305,221
2306,786
2307,786
2308,300
2309,300
2310,253
2311,253
2312,568
2313,568
2314,725
2315,725
2316,147
2317,147
2318,325
2319,325
2320,912
2321,912
2322,203
2323,203
2324,859
2325,859
2326,648
2327,648
2328,643
2329,643
2330,646
2331,646
2332,469
2333,469
2334,358
2335,358
2336,775
2337,775
2338,172
2339,172
2340,381
2341,381
2342,967
2343,967
2344,143
2345,143
2346,113
2347,113
2348,944
2349,944
2350,67
2351,67
2352,684
2353,684
2354,932
2355,932
2356,55
2357,55
2358,511
2359,511
2360,501
2361,501
2362,931
2363,931
2364,35
2365,35
2366,836
2367,836
2368,743
2369,743
2370,612
2371,612
2372,89
2373,89
2374,17
2375,17
2376,758
2377,758
2378,543
2379,543
2380,965
2381,965
2382,905
2383,905
2384,39
2385,39
2386,897
2387,897
2388,544
2389,544
2390,662
2391,662
2392,7
2393,7
2394,63
2395,63
2396,425
2397,425
2398,522
2399,522
2400,584
2401,584
2402,110
2403,110
2404,225
2405,225
2406,212
2407,212
2408,962
2409,962
2410,762
2411,762
2412,61
2413,61
2414,192
2415,192
2416,44
2417,44
2418,199
2419,199
2420,517
2421,517
2422,854
2423,854
2424,974
2425,974
2426,330
2427,330
2428,937
2429,937
2430,973
2431,973
2432,500
2433,500
2434,272
2435,272
2436,415
2437,415
2438,709
2439,709
2440,443
2441,443
2442,133
2443,133
2444,877
2445,877
2446,333
2447,333
2448,677
2449,677
2450,484
2451,484
2452,244
2453,244
2454,224
2455,224
2456,449
2457,449
2458,798
2459,798
2460,647
2461,647
2462,646
2463,646
2464,519
2465,519
2466,309
2467,309
2468,583
2469,583
2470,611
2471,611
2472,8
2473,8
2474,320
2475,320
2476,95
2477,95
2478,555
2479,555
2480,724
2481,724
2482,66
2483,66
2484,318
2485,318
2486,143
2487,143
2488,985
2489,985
2490,121
2491,121
2492,562
2493,562
2494,737
2495,737
2496,606
2497,606
2498,154
2499,154
2500,785
2501,785
2502,500
2503,500
2504,354
2505,354
2506,741
2507,741
2508,744
2509,744
2510,716
2511,716
2512,123
2513,123
2514,125
2515,125
2516,5
2517,5
2518,145
2519,145
2520,261
2521,261
2522,419
2523,419
2524,129
2525,129
2526,524
2527,524
2528,254
2529,254
2530,600
2531,600
2532,47
2533,47
2534,564
2535,564
2536,161
2537,161
2538,670
2539,670
2540,8
2541,8
2542,975
2543,975
2544,517
2545,517
2546,292
2547,292
2548,845
2549,845
2550,229
2551,229
2552,724
2553,724
2554,994
2555,994
2556,868
2557,868
2558,658
2559,658
2560,446
2561,446
2562,739
2563,739
2564,825
2565,825
2566,499
2567,499
2568,370
2569,370
2570,414
2571,414
2572,927
2573,927
2574,402
2575,402
2576,919
2577,919
2578,35
2579,35
2580,285
2581,285
2582,35
2583,35
2584,250
2585,250
2586,376
2587,376
2588,213
2589,213
2590,971
2591,971
2592,612
2593,612
2594,931
2595,931
2596,949
2597,949
2598,357
2599,357
2600,18
2601,18
2602,59
2603,59
2604,602
2605,602
2606,583
2607,583
2608,196
2609,196
2610,990
2611,990
2612,898
2613,898
2614,60
2615,60
2616,970
2617,970
2618,754
2619,754
2620,808
2621,808
2622,398
2623,398
2624,315
2625,315
2626,764
2627,764
2628,579
2629,579
2630,885
2631,885
2632,854
2633,854
2634,639
2635,639
2636,979
2637,979
2638,517
2639,517
2640,114
2641,114
2642,561
2643,561
2644,190
2645,190
2646,166
2647,166
2648,14
2649,14
2650,11
2651,11
2652,248
2653,248
2654,841
2655,841
2656,419
2657,419
2658,619
2659,619
2660,732
2661,732
2662,587
2663,587
2664,799
2665,799
2666,807
2667,807
2668,634
2669,634
2670,795
2671,795
2672,460
2673,460
2674,356
2675,356
2676,147
2677,147
2678,370
2679,370
2680,273
2681,273
2682,949
2683,949
2684,909
2685,909
2686,868
2687,868
2688,362
2689,362
2690,979
2691,979
2692,225
2693,225
2694,516
2695,516
2696,521
2697,521
2698,17
2699,17
2700,860
2701,860
2702,52
2703,52
2704,546
2705,546
2706,278
2707,278
2708,770
2709,770
2710,288
2711,288
2712,868
2713,868
2714,141
2715,141
2716,352
2717,352
2718,708
2719,708
2720,919
2721,919
2722,320
2723,320
2724,678
2725,678
2726,799
2727,799
2728,403
2729,403
2730,662
2731,662
2732,688
2733,688
2734,659
2735,659
2736,967
2737,967
2738,604
2739,604
2740,17
2741,17
2742,868
2743,868
2744,814
2745,814
2746,770
2747,770
2748,627
2749,627
2750,778
2751,778
2752,251
2753,251
2754,788
2755,788
2756,405
2757,405
2758,279
2759,279
2760,27
2761,27
2762,652
2763,652
2764,885
2765,885
2766,130
2767,130
2768,421
2769,421
2770,785
2771,785
2772,305
2773,305
2774,196
2775,196
2776,61
2777,61
2778,466
2779,466
2780,689
2781,689
2782,172
2783,172
2784,255
2785,255
2786,506
2787,506
2788,788
2789,788
2790,754
2791,754
2792,991
2793,991
2794,391
2795,391
2796,479
2797,479
2798,505
2799,505
2800,197
2801,197
2802,574
2803,574
2804,834
2805,834
2806,49
2807,49
2808,469
2809,469
2810,350
2811,350
2812,855
2813,855
2814,859
2815,859
2816,272
2817,272
2818,83
2819,83
2820,784
2821,784
2822,90
2823,90
2824,169
2825,169
2826,299
2827,299
2828,27
2829,27
2830,567
2831,567
2832,70
2833,70
2834,996
2835,996
2836,555
2837,555
2838,603
2839,603
2840,320
2841,320
2842,811
2843,811
2844,619
2845,619
2846,812
2847,812
2848,906
2849,906
2850,879
2851,879
2852,878
2853,878
2854,25
2855,25
2856,984
2857,984
2858,824
2859,824
2860,747
2861,747
2862,219
2863,219
2864,931
2865,931
2866,774
2867,774
2868,209
2869,209
2870,317
2871,317
2872,256
2873,256
2874,432
2875,432
2876,793
2877,793
2878,883
2879,883
2880,914
2881,914
2882,289
2883,289
2884,839
2885,839
2886,634
2887,634
2888,729
2889,729
2890,239
2891,239
2892,466
2893,466
2894,590
2895,590
2896,29
2897,29
2898,439
2899,439
2900,608
2901,608
2902,138
2903,138
2904,909
2905,909
2906,381
2907,381
2908,665
2909,665
2910,573
2911,573
2912,945
2913,945
2914,709
2915,709
2916,373
2917,373
2918,829
2919,829
2920,193
2921,193
2922,46
2923,46
2924,501
2925,501
2926,889
2927,889
2928,243
2929,243
2930,275
2931,275
2932,553
2933,553
2934,979
2935,979
2936,36
2937,36
2938,866
2939,866
2940,329
2941,329
2942,274
2943,274
2944,810
2945,810
2946,772
2947,772
2948,105
2949,105
2950,76
2951,76
2952,256
2953,256
2954,166
2955,166
2956,805
2957,805
2958,743
2959,743
2960,796
2961,796
2962,394
2963,394
2964,805
2965,805
2966,939
2967,939
2968,140
2969,140
2970,420
2971,420
2972,787
2973,787
2974,219
2975,219
2976,728
2977,728
2978,524
2979,524
2980,817
2981,817
2982,523
2983,523
2984,720
2985,720
2986,643
2987,643
2988,243
2989,243
2990,126
2991,126
2992,594
2993,594
2994,510
2995,510
